"token","layer","documented","type","nameZh","nameEn","descriptionZh","descriptionEn","defaultValue","darkValue","compactValue","darkCompactValue","sourceUrl"
"pink1","runtime-computed","false","string","","","","","#fff0f6","#291321","#fff0f6","#291321","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"pink10","runtime-computed","false","string","","","","","#520339","#fad2e3","#520339","#fad2e3","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"pink2","runtime-computed","false","string","","","","","#ffd6e7","#40162f","#ffd6e7","#40162f","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"pink3","runtime-computed","false","string","","","","","#ffadd2","#551c3b","#ffadd2","#551c3b","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"pink4","runtime-computed","false","string","","","","","#ff85c0","#75204f","#ff85c0","#75204f","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"pink5","runtime-computed","false","string","","","","","#f759ab","#a02669","#f759ab","#a02669","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"pink6","runtime-computed","false","string","","","","","#eb2f96","#cb2b83","#eb2f96","#cb2b83","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"pink7","runtime-computed","false","string","","","","","#c41d7f","#e0529c","#c41d7f","#e0529c","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"pink8","runtime-computed","false","string","","","","","#9e1068","#f37fb7","#9e1068","#f37fb7","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"pink9","runtime-computed","false","string","","","","","#780650","#f8a8cc","#780650","#f8a8cc","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"pinkActive","runtime-computed","false","string","","","","","#c41d7f","#e0529c","#c41d7f","#e0529c","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"pinkHover","runtime-computed","false","string","","","","","#f759ab","#a02669","#f759ab","#a02669","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"purple","seed","true","color","预设purple颜色","Preset purple color","预设purple颜色","Preset purple color","#722ED1","#722ED1","#722ED1","#722ED1","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"purple-1","runtime-computed","false","string","","","","","#f9f0ff","#1a1325","#f9f0ff","#1a1325","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"purple-10","runtime-computed","false","string","","","","","#120338","#ebd7fa","#120338","#ebd7fa","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"purple-2","runtime-computed","false","string","","","","","#efdbff","#24163a","#efdbff","#24163a","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"purple-3","runtime-computed","false","string","","","","","#d3adf7","#301c4d","#d3adf7","#301c4d","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"purple-4","runtime-computed","false","string","","","","","#b37feb","#3e2069","#b37feb","#3e2069","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"purple-5","runtime-computed","false","string","","","","","#9254de","#51258f","#9254de","#51258f","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"purple-6","runtime-computed","false","string","","","","","#722ed1","#642ab5","#722ed1","#642ab5","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"purple-7","runtime-computed","false","string","","","","","#531dab","#854eca","#531dab","#854eca","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"purple-8","runtime-computed","false","string","","","","","#391085","#ab7ae0","#391085","#ab7ae0","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"purple-9","runtime-computed","false","string","","","","","#22075e","#cda8f0","#22075e","#cda8f0","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"purple1","runtime-computed","false","string","","","","","#f9f0ff","#1a1325","#f9f0ff","#1a1325","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"purple10","runtime-computed","false","string","","","","","#120338","#ebd7fa","#120338","#ebd7fa","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"purple2","runtime-computed","false","string","","","","","#efdbff","#24163a","#efdbff","#24163a","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"purple3","runtime-computed","false","string","","","","","#d3adf7","#301c4d","#d3adf7","#301c4d","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"purple4","runtime-computed","false","string","","","","","#b37feb","#3e2069","#b37feb","#3e2069","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"purple5","runtime-computed","false","string","","","","","#9254de","#51258f","#9254de","#51258f","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"purple6","runtime-computed","false","string","","","","","#722ed1","#642ab5","#722ed1","#642ab5","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"purple7","runtime-computed","false","string","","","","","#531dab","#854eca","#531dab","#854eca","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"purple8","runtime-computed","false","string","","","","","#391085","#ab7ae0","#391085","#ab7ae0","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"purple9","runtime-computed","false","string","","","","","#22075e","#cda8f0","#22075e","#cda8f0","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"purpleActive","runtime-computed","false","string","","","","","#531dab","#854eca","#531dab","#854eca","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"purpleHover","runtime-computed","false","string","","","","","#9254de","#51258f","#9254de","#51258f","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"red","seed","true","color","预设red颜色","Preset red color","预设red颜色","Preset red color","#F5222D","#F5222D","#F5222D","#F5222D","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"red-1","runtime-computed","false","string","","","","","#fff1f0","#2a1215","#fff1f0","#2a1215","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"red-10","runtime-computed","false","string","","","","","#5c0011","#fac8c3","#5c0011","#fac8c3","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"red-2","runtime-computed","false","string","","","","","#ffccc7","#431418","#ffccc7","#431418","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"red-3","runtime-computed","false","string","","","","","#ffa39e","#58181c","#ffa39e","#58181c","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"red-4","runtime-computed","false","string","","","","","#ff7875","#791a1f","#ff7875","#791a1f","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"red-5","runtime-computed","false","string","","","","","#ff4d4f","#a61d24","#ff4d4f","#a61d24","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"red-6","runtime-computed","false","string","","","","","#f5222d","#d32029","#f5222d","#d32029","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"red-7","runtime-computed","false","string","","","","","#cf1322","#e84749","#cf1322","#e84749","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"red-8","runtime-computed","false","string","","","","","#a8071a","#f37370","#a8071a","#f37370","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"red-9","runtime-computed","false","string","","","","","#820014","#f89f9a","#820014","#f89f9a","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"red1","runtime-computed","false","string","","","","","#fff1f0","#2a1215","#fff1f0","#2a1215","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"red10","runtime-computed","false","string","","","","","#5c0011","#fac8c3","#5c0011","#fac8c3","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"red2","runtime-computed","false","string","","","","","#ffccc7","#431418","#ffccc7","#431418","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"red3","runtime-computed","false","string","","","","","#ffa39e","#58181c","#ffa39e","#58181c","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"red4","runtime-computed","false","string","","","","","#ff7875","#791a1f","#ff7875","#791a1f","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"red5","runtime-computed","false","string","","","","","#ff4d4f","#a61d24","#ff4d4f","#a61d24","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"red6","runtime-computed","false","string","","","","","#f5222d","#d32029","#f5222d","#d32029","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"red7","runtime-computed","false","string","","","","","#cf1322","#e84749","#cf1322","#e84749","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"red8","runtime-computed","false","string","","","","","#a8071a","#f37370","#a8071a","#f37370","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"red9","runtime-computed","false","string","","","","","#820014","#f89f9a","#820014","#f89f9a","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"redActive","runtime-computed","false","string","","","","","#cf1322","#e84749","#cf1322","#e84749","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"redHover","runtime-computed","false","string","","","","","#ff4d4f","#a61d24","#ff4d4f","#a61d24","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"screenLG","alias","true","number","屏幕宽度（像素） - 大屏幕","Screen width (pixels) - Large screens","控制大屏幕的屏幕宽度。","Control the screen width of large screens.","992","992","992","992","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"screenLGMax","alias","true","number","屏幕宽度（像素） - 大屏幕最大值","Screen width (pixels) - Large screens maximum value","控制大屏幕的最大宽度。","Control the maximum width of large screens.","1199","1199","1199","1199","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"screenLGMin","alias","true","number","屏幕宽度（像素） - 大屏幕最小值","Screen width (pixels) - Large screens minimum value","控制大屏幕的最小宽度。","Control the minimum width of large screens.","992","992","992","992","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"screenMD","alias","true","number","屏幕宽度（像素） - 中等屏幕","Screen width (pixels) - Medium screens","控制中等屏幕的屏幕宽度。","Control the screen width of medium screens.","768","768","768","768","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"screenMDMax","alias","true","number","屏幕宽度（像素） - 中等屏幕最大值","Screen width (pixels) - Medium screens maximum value","控制中等屏幕的最大宽度。","Control the maximum width of medium screens.","991","991","991","991","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"screenMDMin","alias","true","number","屏幕宽度（像素） - 中等屏幕最小值","Screen width (pixels) - Medium screens minimum value","控制中等屏幕的最小宽度。","Control the minimum width of medium screens.","768","768","768","768","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"screenSM","alias","true","number","屏幕宽度（像素） - 小屏幕","Screen width (pixels) - Small screens","控制小屏幕的屏幕宽度。","Control the screen width of small screens.","576","576","576","576","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"screenSMMax","alias","true","number","屏幕宽度（像素） - 小屏幕最大值","Screen width (pixels) - Small screens maximum value","控制小屏幕的最大宽度。","Control the maximum width of small screens.","767","767","767","767","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"screenSMMin","alias","true","number","屏幕宽度（像素） - 小屏幕最小值","Screen width (pixels) - Small screens minimum value","控制小屏幕的最小宽度。","Control the minimum width of small screens.","576","576","576","576","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"screenXL","alias","true","number","屏幕宽度（像素） - 超大屏幕","Screen width (pixels) - Extra large screens","控制超大屏幕的屏幕宽度。","Control the screen width of extra large screens.","1200","1200","1200","1200","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"screenXLMax","alias","true","number","屏幕宽度（像素） - 超大屏幕最大值","Screen width (pixels) - Extra large screens maximum value","控制超大屏幕的最大宽度。","Control the maximum width of extra large screens.","1599","1599","1599","1599","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"screenXLMin","alias","true","number","屏幕宽度（像素） - 超大屏幕最小值","Screen width (pixels) - Extra large screens minimum value","控制超大屏幕的最小宽度。","Control the minimum width of extra large screens.","1200","1200","1200","1200","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"screenXS","alias","true","number","屏幕宽度（像素） - 超小屏幕","Screen width (pixels) - Extra small screens","控制超小屏幕的屏幕宽度。","Control the screen width of extra small screens.","480","480","480","480","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"screenXSMax","alias","true","number","屏幕宽度（像素） - 超小屏幕最大值","Screen width (pixels) - Extra small screens maximum value","控制超小屏幕的最大宽度。","Control the maximum width of extra small screens.","575","575","575","575","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"screenXSMin","alias","true","number","屏幕宽度（像素） - 超小屏幕最小值","Screen width (pixels) - Extra small screens minimum value","控制超小屏幕的最小宽度。","Control the minimum width of extra small screens.","480","480","480","480","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"screenXXL","alias","true","number","屏幕宽度（像素） - 超超大屏幕","Screen width (pixels) - Extra extra large screens","控制超超大屏幕的屏幕宽度。","Control the screen width of extra extra large screens.","1600","1600","1600","1600","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"screenXXLMax","alias","true","number","屏幕宽度（像素） - 超超大屏幕最大值","Screen width (pixels) - Extra extra large screens maximum value","控制超超大屏幕的最大宽度。","Control the maximum width of extra extra large screens.","1919","1919","1919","1919","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"screenXXLMin","alias","true","number","屏幕宽度（像素） - 超超大屏幕最小值","Screen width (pixels) - Extra extra large screens minimum value","控制超超大屏幕的最小宽度。","Control the minimum width of extra extra large screens.","1600","1600","1600","1600","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"screenXXXL","alias","true","number","屏幕宽度（像素） - 超超超大屏幕","Screen width (pixels) - XXXL screens","控制超超超大屏幕的屏幕宽度。","Control the screen width of XXXL screens.","1920","1920","1920","1920","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"screenXXXLMin","alias","true","number","屏幕宽度（像素） - 超超超大屏幕最小值","Screen width (pixels) - XXXL screens minimum value","控制超超超大屏幕的最小宽度。","Control the minimum width of XXXL screens.","1920","1920","1920","1920","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"size","map","true","number","默认","","中等尺寸","Medium size","16","16","8","8","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"sizeLG","map","true","number","LG","","大尺寸","Large size","24","24","16","16","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"sizeMD","map","true","number","MD","","中大尺寸","Medium-large size","20","20","16","16","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"sizeMS","map","true","number","MS","","与size大小相同，但在紧凑模式下可能更大","Same as `size`, but could be larger in compact mode","16","16","12","12","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"sizePopupArrow","seed","true","number","组件箭头尺寸","","组件箭头的尺寸","The size of the component arrow","16","16","16","16","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"sizeSM","map","true","number","SM","","中小尺寸","Medium-small size","12","12","8","8","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"sizeStep","seed","true","number","尺寸步长","Size Base Step","用于控制组件尺寸的基础步长，尺寸步长结合尺寸变化单位，就可以派生各种尺寸梯度。通过调整步长即可得到不同的布局模式，例如 V5 紧凑模式下的尺寸步长为 2","The base step of size change, the size step combined with the size change unit, can derive various size steps. By adjusting the step, you can get different layout modes, such as the size step of the compact mode of V5 is 2","4","4","4","4","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"sizeUnit","seed","true","number","尺寸变化单位","Size Change Unit","用于控制组件尺寸的变化单位，在 Ant Design 中我们的基础单位为 4 ，便于更加细致地控制尺寸梯度","The unit of size change, in Ant Design, our base unit is 4, which is more fine-grained control of the size step","4","4","4","4","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"sizeXL","map","true","number","XL","","超大尺寸","Extra-large size","32","32","32","32","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"sizeXS","map","true","number","XS","","小尺寸","Small size","8","8","4","4","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"sizeXXL","map","true","number","XXL","","最大尺寸","Largest size","48","48","48","48","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"sizeXXS","map","true","number","XXS","","最小尺寸","Smallest size","4","4","4","4","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"volcano","seed","true","color","预设volcano颜色","Preset volcano color","预设volcano颜色","Preset volcano color","#FA541C","#FA541C","#FA541C","#FA541C","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"volcano-1","runtime-computed","false","string","","","","","#fff2e8","#2b1611","#fff2e8","#2b1611","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"volcano-10","runtime-computed","false","string","","","","","#610b00","#fad4bc","#610b00","#fad4bc","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"volcano-2","runtime-computed","false","string","","","","","#ffd8bf","#441d12","#ffd8bf","#441d12","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"volcano-3","runtime-computed","false","string","","","","","#ffbb96","#592716","#ffbb96","#592716","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"volcano-4","runtime-computed","false","string","","","","","#ff9c6e","#7c3118","#ff9c6e","#7c3118","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"volcano-5","runtime-computed","false","string","","","","","#ff7a45","#aa3e19","#ff7a45","#aa3e19","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"volcano-6","runtime-computed","false","string","","","","","#fa541c","#d84a1b","#fa541c","#d84a1b","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"volcano-7","runtime-computed","false","string","","","","","#d4380d","#e87040","#d4380d","#e87040","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"volcano-8","runtime-computed","false","string","","","","","#ad2102","#f3956a","#ad2102","#f3956a","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"volcano-9","runtime-computed","false","string","","","","","#871400","#f8b692","#871400","#f8b692","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"volcano1","runtime-computed","false","string","","","","","#fff2e8","#2b1611","#fff2e8","#2b1611","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"volcano10","runtime-computed","false","string","","","","","#610b00","#fad4bc","#610b00","#fad4bc","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"volcano2","runtime-computed","false","string","","","","","#ffd8bf","#441d12","#ffd8bf","#441d12","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"volcano3","runtime-computed","false","string","","","","","#ffbb96","#592716","#ffbb96","#592716","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"volcano4","runtime-computed","false","string","","","","","#ff9c6e","#7c3118","#ff9c6e","#7c3118","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"volcano5","runtime-computed","false","string","","","","","#ff7a45","#aa3e19","#ff7a45","#aa3e19","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"volcano6","runtime-computed","false","string","","","","","#fa541c","#d84a1b","#fa541c","#d84a1b","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"volcano7","runtime-computed","false","string","","","","","#d4380d","#e87040","#d4380d","#e87040","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"volcano8","runtime-computed","false","string","","","","","#ad2102","#f3956a","#ad2102","#f3956a","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"volcano9","runtime-computed","false","string","","","","","#871400","#f8b692","#871400","#f8b692","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"volcanoActive","runtime-computed","false","string","","","","","#d4380d","#e87040","#d4380d","#e87040","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"volcanoHover","runtime-computed","false","string","","","","","#ff7a45","#aa3e19","#ff7a45","#aa3e19","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"wireframe","seed","true","boolean","线框风格","Wireframe Style","用于将组件的视觉效果变为线框化，如果需要使用 V4 的效果，需要开启配置项","Used to change the visual effect of the component to wireframe, if you need to use the V4 effect, you need to enable the configuration item","false","false","false","false","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"yellow","seed","true","color","预设yellow颜色","Preset yellow color","预设yellow颜色","Preset yellow color","#FADB14","#FADB14","#FADB14","#FADB14","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"yellow-1","runtime-computed","false","string","","","","","#feffe6","#2b2611","#feffe6","#2b2611","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"yellow-10","runtime-computed","false","string","","","","","#614700","#fafab5","#614700","#fafab5","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"yellow-2","runtime-computed","false","string","","","","","#ffffb8","#443b11","#ffffb8","#443b11","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"yellow-3","runtime-computed","false","string","","","","","#fffb8f","#595014","#fffb8f","#595014","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"yellow-4","runtime-computed","false","string","","","","","#fff566","#7c6e14","#fff566","#7c6e14","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"yellow-5","runtime-computed","false","string","","","","","#ffec3d","#aa9514","#ffec3d","#aa9514","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"yellow-6","runtime-computed","false","string","","","","","#fadb14","#d8bd14","#fadb14","#d8bd14","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"yellow-7","runtime-computed","false","string","","","","","#d4b106","#e8d639","#d4b106","#e8d639","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
